dates,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,HD,HPQ,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,T,TRV,UNH,VZ,WMT,XOM
2014-07-10,-3.762317031,-2.639721673,-3.185787167,-2.877800293,-3.770253843,-2.184141752,-3.3904896,-2.845349471,-2.565842504,-2.639028052,-4.547625746,-2.858966636,-3.431440398,-2.020586298,-2.797357379,-1.839551244,-1.976438027,-1.871018538,-2.764993169,-3.131092482,-3.181929285,-2.527471537,-2.402505324,-2.426049255,-2.469149101,-2.054919809,-3.193871769,-2.841124368,-2.305592923,-2.172354178
2014-07-11,-3.726702486,-2.608618839,-3.097904282,-2.858342143,-3.799494544,-2.238347808,-3.330374839,-2.823209622,-2.534470986,-3.324975495,-4.529177382,-2.815336002,-3.429515073,-1.897060787,-2.81145499,-1.877627662,-1.974134124,-1.906546521,-2.686608159,-3.098491539,-3.237158144,-2.478155562,-2.285181941,-2.391939326,-2.372422712,-2.03670004,-3.183940561,-3.0311234,-2.232257514,-2.238129834
2014-07-14,-3.689451406,-2.552286511,-3.107824851,-2.814521449,-3.769917037,-2.42630705,-3.323857339,-2.787772931,-2.665321622,-3.050717399,-4.49047626,-2.769998602,-3.382337902,-1.95687869,-2.761360422,-1.911613484,-1.959711396,-1.870506633,-2.617898665,-3.129416466,-3.220649445,-2.428038766,-2.252996392,-2.369858687,-2.309880953,-1.998140354,-3.175540914,-3.085740077,-2.213393396,-2.274653904
2014-07-15,-3.71736149,-2.498332126,-3.130980179,-2.754423618,-3.799756837,-2.387582907,-3.266391765,-2.755118087,-2.619987849,-2.855846827,-4.44239241,-2.795877707,-3.345591751,-1.835888238,-2.762037068,-1.978531265,-1.940994272,-1.860871927,-2.579122253,-3.084303552,-3.219472188,-2.404060855,-2.170647944,-2.364462243,-2.264828754,-2.109143742,-3.233514538,-2.875042574,-2.207570331,-2.298673372
2014-07-16,-3.767991277,-2.453044477,-3.062615436,-2.697101681,-3.858056867,-2.330862713,-3.202542946,-2.759894984,-2.582326974,-2.74969547,-4.395583774,-2.785214749,-3.304534387,-2.964197088,-3.557055214,-1.995463712,-1.925838069,-1.821258285,-2.547462221,-3.07793426,-3.180758763,-2.385896341,-2.107706528,-2.319931553,-2.454682776,-2.076710254,-3.21280026,-2.709110512,-2.185182116,-2.256480204
2014-07-17,-3.748986202,-2.404546274,-3.178383815,-2.780548746,-3.936518536,-2.416125573,-3.215530702,-2.791946909,-2.758092886,-2.655929813,-4.459862539,-3.050665319,-5.63938596,-2.931987802,-3.497447605,-1.9553514,-1.988540105,-1.863976278,-2.493318767,-3.560337885,-3.235081579,-2.636583539,-2.095204545,-2.300427061,-2.407970192,-2.039871728,-3.186620865,-2.598088591,-2.154442581,-2.376161874
2014-07-18,-3.899930555,-2.642389931,-3.256201398,-3.06438043,-4.015877272,-2.400693873,-3.230396624,-2.764896258,-2.952916443,-2.570550192,-4.447597078,-2.954392068,-5.865901076,-3.43662895,-3.555826253,-1.92781402,-2.035217583,-2.356363834,-2.551076324,-3.545281418,-3.216773405,-2.712957414,-2.147450846,-2.461683384,-2.640836907,-2.201195173,-3.242832711,-2.814024951,-2.172862671,-2.534128922
2014-07-21,-3.944050857,-2.600354904,-3.323343487,-3.052092551,-4.033065747,-2.34007758,-3.168798778,-2.767401868,-2.894297539,-2.592422654,-4.44186887,-2.873940806,-5.668410453,-3.46977327,-3.475876299,-1.992669171,-2.031603344,-2.346360664,-2.639404154,-3.495029787,-3.229956816,-2.658872692,-2.097019834,-2.448904513,-2.504150463,-2.163859718,-3.208888445,-2.755558445,-2.21929328,-2.474550453
2014-07-22,-3.901629005,-2.601739685,-3.234295159,-2.976650885,-4.023193857,-2.319907258,-3.11334185,-2.722407085,-3.145171176,-2.600954632,-4.416467185,-2.867904357,-5.533712873,-3.147949383,-3.382934842,-1.953569952,-2.138612285,-2.299269447,-2.609740246,-3.451297362,-3.218816403,-2.741651155,-2.079103998,-2.431241574,-2.478881288,-2.091883123,-3.190286482,-2.604178985,-2.223405948,-2.417552498
2014-07-23,-3.880552514,-2.562151623,-3.246789216,-2.913841443,-4.036494165,-2.356846957,-3.107745404,-2.701218952,-3.053656173,-2.783761653,-4.46991481,-3.034604983,-5.54645953,-3.107460559,-3.344847786,-2.750935088,-2.227112258,-2.264939308,-2.593342449,-3.416607721,-3.182910094,-2.671323748,-2.053934399,-2.720110335,-2.368888457,-3.988419928,-3.20089496,-2.52596541,-2.188502669,-2.363676876
2014-07-24,-4.115519465,-2.512689717,-3.697318416,-3.033238652,-4.046981677,-2.385645218,-3.640177114,-2.664674166,-2.972670713,-2.721860817,-4.425480516,-2.950077027,-5.427491618,-2.795053156,-3.278174883,-2.780959883,-2.258039505,-2.216444168,-2.563101202,-3.371566127,-3.164753966,-2.600788799,-1.9926855,-2.756696392,-2.303654632,-3.710510485,-3.181507764,-2.429116089,-2.191307616,-2.347144013
2014-07-25,-4.035998822,-2.467788251,-3.866248042,-3.615505667,-4.054602198,-2.367214168,-3.559110676,-2.67342016,-2.881700777,-2.60182357,-4.386974086,-2.92263279,-5.305536858,-2.505378629,-3.198955169,-2.684695195,-2.226311604,-2.158363486,-2.500224601,-3.383501523,-3.228374274,-2.545741662,-1.986657718,-2.737778876,-2.544303872,-3.640953816,-3.154294549,-2.354180152,-2.331526701,-2.288997502
2014-07-28,-3.97499531,-2.616218329,-3.796824306,-3.508157127,-4.043370895,-2.416222889,-3.483648246,-2.672321531,-2.837373296,-2.532640077,-4.378898599,-2.865578791,-5.172844371,-2.267427623,-3.128968807,-2.595070463,-2.204286413,-2.09991672,-2.440302564,-3.350584474,-3.234754192,-2.522296712,-2.1371427,-2.671908981,-2.403145602,-3.50499346,-3.194216045,-2.31814239,-2.300513449,-2.365757378
2014-07-29,-3.981270749,-2.565100326,-3.647622032,-3.454655319,-4.033561888,-2.366628062,-3.398987349,-2.692059512,-2.823949466,-2.453609667,-4.336560893,-2.841251389,-5.053198131,-2.058485259,-3.062924886,-2.583201245,-2.173937604,-2.049261501,-2.398691853,-3.367758282,-3.210535523,-2.480158703,-2.106837775,-2.613252453,-2.327509937,-3.333166402,-3.198399075,-2.314025463,-2.247946166,-2.42031714
2014-07-30,-3.944757941,-2.517753671,-3.553329264,-3.385378171,-4.068905253,-2.359745208,-3.350713612,-2.749033895,-2.781259159,-2.406585677,-4.289227703,-2.824292968,-4.942587402,-1.893663496,-3.069323269,-2.582057603,-2.149086561,-2.186356514,-2.463510954,-3.323777002,-3.172452625,-2.591079138,-2.179644282,-2.772822498,-3.501722057,-3.270013874,-3.275475038,-2.357968004,-2.21811682,-2.427058489
2014-07-31,-3.885527251,-2.558247963,-3.428666226,-3.428368942,-4.08664545,-2.300720541,-3.558016744,-2.776216771,-2.762472364,-2.60707961,-4.240367085,-2.76865056,-4.802323881,-1.788425481,-3.010982111,-2.829702162,-2.121754028,-2.146843608,-2.495891912,-3.318718136,-3.259117221,-2.80654487,-2.185444839,-2.785714382,-3.161787736,-3.155613096,-3.344960465,-2.333984027,-2.347268007,-2.380691953
2014-08-01,-4.214631871,-3.307417187,-3.548777557,-3.769089279,-4.165946637,-2.887327263,-4.01701101,-2.915643027,-3.073309701,-2.936039798,-4.317583342,-2.850311162,-4.767694746,-3.130849168,-3.308063358,-2.822709323,-2.224233382,-2.683916493,-3.076589981,-3.319453006,-3.585473045,-3.146761612,-2.34064334,-2.829235811,-3.703320656,-3.317460198,-4.464842038,-3.533886091,-2.784787489,-3.791230741
2014-08-04,-4.133362179,-3.505326522,-3.425153706,-3.657338187,-3.268800163,-2.917041342,-3.902966703,-2.899394446,-3.037898082,-3.269014012,-4.334354882,-2.948970674,-4.682667677,-2.806405891,-3.547215841,-2.732217226,-2.20094565,-2.651245279,-2.950328013,-3.311446484,-3.55505591,-3.040014872,-3.578789528,-2.775141666,-3.284178104,-3.158802364,-4.187027988,-3.44288851,-2.497590696,-3.628370988
2014-08-05,-4.079236576,-3.410699904,-3.3256732,-3.661327547,-3.271769789,-2.823764904,-3.90879823,-3.099580393,-2.959582473,-3.005073544,-4.280578474,-2.873045476,-4.618193873,-2.536797387,-3.452406228,-2.647769701,-2.171528853,-2.56377829,-2.860747696,-3.32169301,-3.523521152,-2.9526678,-3.21619414,-2.713839705,-2.924960879,-3.021374711,-4.039621309,-3.208517168,-2.325049631,-3.621653972
2014-08-06,-4.018994817,-3.350795474,-3.321658109,-3.573116994,-3.255481872,-3.309601946,-3.909867161,-3.060183322,-2.973361039,-2.792420295,-4.231112557,-2.951394944,-4.928951778,-2.34025065,-3.440353189,-2.598514913,-2.19547502,-2.548649255,-3.106391662,-3.298107484,-3.478961586,-2.999972623,-2.898338484,-2.654835005,-2.893118805,-2.985479733,-4.116938833,-3.177369612,-2.246247051,-3.796587425
2014-08-07,-3.96033679,-3.261106373,-3.796492795,-3.478943258,-3.252750538,-3.21294473,-3.840642808,-3.007818463,-3.129000611,-2.721322322,-4.172668243,-2.905915498,-4.829817305,-2.349178723,-3.354419587,-2.804045662,-2.171401809,-2.472121096,-2.995658018,-3.28639676,-3.438071586,-2.941293644,-3.299210864,-2.728866866,-3.056095585,-2.884043496,-3.947387755,-3.136028965,-2.437957584,-3.660783576
2014-08-08,-3.909545506,-3.201192974,-3.768833816,-3.4093871,-3.253354321,-3.105947736,-3.760320985,-3.067844991,-3.037180293,-2.599208129,-4.145988361,-2.903603417,-4.745053763,-2.347237563,-3.297777924,-2.885584567,-2.143930061,-2.413340538,-2.922470298,-3.294658851,-3.437088728,-2.929210412,-3.188127661,-2.681546055,-3.043129176,-2.773500343,-4.524993722,-3.07250143,-2.31581042,-3.560859524
2014-08-11,-3.853897242,-3.288067912,-3.651013171,-3.434267281,-3.26441396,-3.23143567,-3.870774754,-3.130926401,-2.986439733,-3.836499461,-4.135560699,-2.94522676,-4.63886121,-2.493406502,-3.256156634,-2.791622246,-2.12031856,-2.496032881,-3.059118821,-3.262800883,-3.42721924,-2.913961028,-3.061460064,-2.827617898,-2.860402007,-2.708783115,-4.332241372,-2.841045177,-2.392916674,-3.569271134
2014-08-12,-3.861053173,-3.237265182,-3.51457651,-3.436484567,-3.271254324,-3.125922402,-3.847004644,-3.097801906,-2.923456084,-3.433265373,-4.122091439,-2.889610377,-4.598566816,-2.258294823,-3.178159971,-2.707199334,-2.09326541,-2.426411319,-2.953222391,-3.224326637,-3.377582477,-2.835170384,-2.864422309,-2.772419152,-2.612289123,-2.610517788,-4.10759329,-2.662111878,-2.30324022,-3.515857019
2014-08-13,-3.809112973,-3.167266463,-3.405662749,-3.343921084,-3.247644717,-3.054026458,-3.755457414,-3.051345538,-2.897494936,-3.111468108,-4.110286488,-2.826636319,-4.522435953,-2.169557872,-3.105092899,-2.629699696,-2.067554091,-2.350308875,-2.890885067,-3.203199155,-3.343040646,-2.795789962,-2.62521949,-2.764934455,-2.4893793,-2.535727129,-3.921760311,-2.535689699,-2.223956807,-3.398153534
2014-08-14,-3.837768055,-3.107690281,-3.421642882,-3.293985893,-3.215405767,-2.96701918,-3.764272281,-3.004134934,-2.888169439,-2.877390685,-4.094623043,-2.7788158,-4.659367153,-2.342258901,-3.062757256,-2.583584406,-2.055440834,-2.320850495,-2.990565371,-3.23356653,-3.324816951,-2.734264562,-2.455111774,-2.716345898,-2.366655053,-2.445716735,-3.981119998,-2.423003167,-2.188774535,-3.303929116
2014-08-15,-3.784962232,-3.048118789,-3.550336049,-3.234614596,-3.296424157,-2.906305642,-3.721390567,-3.014666252,-2.811620985,-2.880631277,-4.04973405,-2.719194691,-4.585655896,-2.144919639,-3.006231449,-2.53717649,-2.038833542,-2.264464334,-3.122125885,-3.197241925,-3.276826434,-2.937653499,-2.350946913,-2.66278538,-2.374963922,-2.48928467,-3.831117703,-2.336644751,-2.187119938,-3.193489856
2014-08-18,-3.741025708,-3.037924952,-3.490726767,-3.165516051,-3.274519147,-2.872159886,-3.642328045,-2.988350418,-2.830801427,-2.727596313,-4.051844195,-2.684965434,-4.519313208,-2.231672644,-2.957515492,-2.725538517,-2.015057846,-2.222299959,-3.012066161,-3.217597947,-3.235264639,-2.853231817,-2.234545776,-2.611157809,-2.372513687,-2.398876396,-3.720208198,-2.32357469,-2.26338511,-3.090698927
2014-08-19,-3.745351615,-2.995260747,-3.544640316,-3.167512362,-3.297553974,-2.789810494,-3.715008616,-2.965578363,-2.998821245,-2.607429005,-4.005322461,-2.724101389,-4.453543457,-2.658990659,-2.938932239,-2.750303113,-2.007335206,-2.420569497,-2.924782721,-3.196283074,-3.309059088,-2.804302598,-2.274819846,-2.922272682,-2.315413418,-2.421490042,-3.703587376,-2.263817963,-2.302265022,-3.016739815
2014-08-20,-3.765031832,-3.006769993,-3.433037236,-3.102450522,-3.260778566,-2.792885522,-3.635889822,-2.918020379,-2.919594005,-7.030938097,-3.970483487,-2.68821602,-4.391482454,-2.400666254,-2.8972755,-2.67159665,-1.988743292,-2.349276716,-2.884482992,-3.168125066,-3.271587367,-2.740300838,-2.206152201,-2.851601478,-2.330774185,-2.345048286,-3.764246075,-2.234210157,-2.256296524,-2.936184367
2014-08-21,-3.704080481,-2.958106946,-3.474882102,-3.043944957,-3.260901719,-2.716264573,-3.560022411,-2.878838177,-2.956151899,-6.790133248,-3.943037387,-2.636615829,-4.331683677,-2.186075327,-2.834589873,-2.595526879,-1.971653047,-2.285535137,-2.878128771,-3.16726127,-3.237227489,-2.669683835,-2.137543866,-2.864585175,-2.262874559,-2.256426577,-3.641274717,-2.193809087,-2.179930095,-2.846809009
2014-08-22,-3.664311892,-2.930100453,-3.357708691,-2.984767031,-3.27568414,-2.653233,-3.505096497,-2.849818285,-2.888671714,-5.672664346,-4.474724428,-2.627228049,-4.356235283,-2.263612327,-2.932413541,-2.533882212,-1.955934349,-2.226825159,-2.907688648,-3.149219069,-3.210591951,-2.613319085,-2.140475306,-2.802641388,-2.233439852,-2.297884792,-3.571367071,-2.144394416,-2.248901369,-2.781820642
2014-08-25,-3.630552621,-2.884125797,-3.252990692,-2.951925405,-3.299435011,-2.629687911,-3.426991239,-2.805720474,-2.92789088,-4.883208122,-4.430558924,-2.60340951,-4.302542682,-2.442449747,-2.868625752,-2.5128728,-1.935312059,-2.186952744,-2.834193591,-3.109025558,-3.185541797,-2.556224911,-2.089897433,-2.774800227,-2.25373828,-2.223830188,-3.491017625,-2.197488426,-2.177685058,-2.764157211
2014-08-26,-3.594005596,-2.863753081,-3.1914145,-2.918943276,-3.272247975,-2.579373074,-3.356617107,-2.774314791,-2.853420115,-4.265585858,-4.41349789,-2.582061323,-4.242220285,-2.21341338,-2.954960509,-2.480243675,-1.910955644,-2.143208793,-2.827479575,-3.073305409,-3.195188787,-2.493800597,-2.055798185,-2.733977821,-2.208904373,-2.194118839,-3.448469405,-2.406495656,-2.134876366,-2.684202046
2014-08-27,-3.581587703,-2.831007397,-3.101433657,-2.856614631,-3.257044059,-2.519948638,-3.301194778,-2.764381876,-2.83411575,-3.790544174,-4.440308457,-2.617623532,-4.189988118,-2.031869078,-2.921295112,-2.430749335,-1.901899197,-2.095721087,-2.795623903,-3.045211605,-3.172564365,-2.528914174,-2.038360126,-2.682874893,-2.178076281,-2.131341083,-3.495302438,-2.3163562,-2.12609278,-2.669113777
2014-08-28,-3.623247198,-2.777478763,-3.036126732,-2.810297955,-3.25402568,-2.457148048,-3.295640591,-2.721491492,-2.780981977,-3.354977095,-4.457311367,-2.589067536,-4.132422072,-1.896271487,-2.86659979,-2.368250673,-1.900364922,-2.091204608,-2.715615568,-3.008713656,-3.127742165,-2.563845307,-2.018839196,-2.658242877,-2.279101622,-2.112501008,-3.641235378,-2.266941256,-2.13657657,-2.59135335
2014-08-29,-3.56688349,-2.735045501,-3.056338871,-2.747643127,-3.250925248,-2.391373456,-3.220243843,-2.682938078,-2.738181592,-3.122594776,-4.392057597,-2.548302927,-4.066776056,-1.806044965,-2.86161641,-2.312557891,-1.903467627,-2.037747254,-2.669835889,-2.964820507,-3.148655783,-2.518481553,-2.035314469,-2.606304129,-2.203181718,-2.094803071,-3.544444135,-2.207656555,-2.110888542,-2.514248069
2014-09-02,-3.510753413,-2.702953074,-2.983486704,-2.694611869,-3.251441888,-2.354967596,-3.155354869,-2.656644885,-2.670887776,-3.138335555,-4.354756912,-2.519633077,-3.997592073,-1.884220864,-2.810034749,-2.257697919,-1.90128063,-1.990471647,-2.603304189,-3.007994096,-3.116515389,-2.463788739,-2.014384162,-2.641926326,-2.261045008,-2.043386595,-3.482391711,-2.316173183,-2.175429444,-2.443072412
2014-09-03,-3.494607359,-2.654732941,-3.046839995,-2.640674485,-3.189005421,-2.545609003,-3.092782698,-2.669696583,-2.641341792,-4.355328995,-4.284432693,-2.509194874,-3.980959619,-1.820057057,-2.761416169,-2.211218348,-1.955771906,-1.944302136,-2.577660493,-3.020037769,-3.11586419,-2.432551788,-2.005522527,-2.650992546,-2.252695553,-1.998250153,-3.44468468,-2.249877266,-2.146238291,-2.500881257
2014-09-04,-4.458694516,-2.617834836,-2.978615821,-2.597883039,-3.197095649,-2.478721531,-3.047691725,-2.626369044,-2.590029839,-4.834446913,-4.277802347,-2.47934031,-3.91157188,-1.746225737,-2.697370597,-2.165929698,-1.945283712,-1.921246168,-2.643297251,-2.977526077,-3.097148025,-2.392458014,-1.991327886,-2.599625717,-2.2324925,-1.952945393,-3.398352416,-2.19614974,-2.132155058,-2.46230949
2014-09-05,-4.369589099,-2.601550014,-2.924822463,-2.537079146,-3.205463133,-2.495386784,-3.016602256,-2.658683935,-2.529764024,-4.371673484,-4.26161381,-2.492693764,-3.873212648,-1.645012711,-2.634821842,-2.113693353,-1.929181048,-1.886617548,-2.623857983,-2.95266427,-3.142836409,-2.344347251,-2.186148031,-2.551768204,-2.193224954,-1.929771359,-3.357623464,-2.189722542,-2.209709291,-2.465084873
2014-09-08,-4.286055015,-2.552096873,-2.906351167,-2.475797875,-3.215415771,-2.442757804,-3.01395997,-2.653735859,-2.49906535,-4.38568766,-4.241592318,-2.458729029,-3.79930465,-1.676957203,-2.579384541,-2.059141042,-1.903525026,-1.857640452,-2.86440211,-3.019801776,-3.356971977,-2.37852524,-2.116602336,-2.524602821,-2.243662834,-1.88754712,-3.367395516,-2.181712708,-2.455580055,-2.470112097
2014-09-09,-4.216488377,-2.569848686,-3.489934268,-2.4603412,-3.218179506,-2.482164746,-3.047715095,-2.632817701,-2.440418343,-4.020367485,-4.284014943,-2.457404419,-3.762710339,-1.659793318,-2.521926908,-2.009581778,-1.91565649,-1.846709118,-2.777651512,-3.045752328,-3.325493238,-2.400681421,-2.141338679,-2.484202617,-2.250358865,-2.108014192,-3.316005656,-2.345300282,-2.635725647,-2.63687535
2014-09-10,-4.150700633,-2.656708574,-3.364328466,-2.43718653,-3.226534267,-2.504758506,-3.23492865,-2.697910989,-2.455103171,-4.458495284,-4.274107411,-2.432267741,-3.76444397,-1.616003521,-2.67987203,-1.980337156,-2.059079349,-1.834891116,-2.773764338,-3.019412444,-3.318339934,-2.405769241,-2.127806757,-2.442704557,-2.476190201,-2.126012077,-3.334666187,-2.682941476,-2.399705372,-2.590224361
2014-09-11,-4.458242338,-2.622906247,-3.252431355,-2.576543648,-3.233739804,-2.502869224,-3.164252513,-2.660820615,-2.399046968,-3.930439844,-4.249766629,-2.453882756,-3.683148857,-2.021001486,-2.621216416,-1.973731077,-2.254478647,-1.793836685,-2.697808509,-2.97834564,-3.298439742,-2.391033791,-2.199510103,-2.397422383,-2.350704296,-2.068646564,-3.618062337,-2.540267922,-2.283710024,-2.561417047
2014-09-12,-4.347564262,-2.571910399,-3.18043374,-2.525549549,-3.251951796,-2.457788193,-3.181233086,-2.63352212,-2.348390807,-3.485924863,-4.217387042,-2.417114377,-3.583217139,-1.93946438,-2.631694513,-1.974045066,-2.224750613,-1.769671844,-2.756112836,-2.962252371,-3.286627183,-2.381172281,-2.130317104,-2.345810646,-2.304075218,-2.0325623,-3.529308165,-2.46084774,-2.272664153,-2.494668822
2014-09-15,-4.244911903,-2.607802563,-3.129275505,-2.496458662,-3.266905956,-2.501216965,-3.131286089,-2.617502989,-2.355058276,-3.184495978,-4.201334537,-2.392755969,-3.572991947,-1.798968414,-2.589486793,-2.144723874,-2.207367185,-1.766605612,-2.781966856,-2.949248299,-3.243382013,-2.381347624,-2.096941133,-2.308550553,-2.512864619,-2.062897883,-3.605872305,-2.738499895,-2.24195733,-2.602805848
2014-09-16,-4.159754466,-2.572398479,-3.081353476,-2.450154601,-3.255364177,-2.576828246,-3.104855795,-2.588824376,-2.310810594,-3.047666451,-4.224675834,-2.37621173,-3.529426701,-1.690881502,-2.534134689,-2.099082814,-2.181196015,-1.743203046,-2.70808743,-2.984830477,-3.227767154,-2.572505546,-2.161812737,-2.285140926,-2.438895439,-2.229016573,-3.512502998,-2.574773987,-2.168364388,-2.551188316
2014-09-17,-4.113729629,-2.616231293,-3.05147863,-2.383449665,-3.266311219,-2.531950692,-3.07949218,-2.55042136,-2.417392125,-3.041896618,-4.168516108,-2.376341403,-3.52748395,-2.035309718,-2.473704599,-2.060445482,-2.159444831,-1.710707762,-2.689729015,-3.00351549,-3.204822144,-2.536567892,-2.107228357,-2.246021579,-2.445424348,-2.157357476,-3.594059005,-2.569160198,-2.215089576,-2.602160088
2014-09-18,-4.060841849,-2.616515751,-2.974311845,-2.403767008,-3.29565294,-2.471492435,-3.127196001,-2.505154128,-2.363030945,-3.066154909,-4.155082294,-2.3414034,-3.449380278,-1.902734746,-2.434633223,-2.020764973,-2.134677781,-1.688679388,-2.619764651,-2.972440854,-3.189777463,-2.570670258,-2.05890717,-2.236033983,-2.332552201,-2.090080117,-3.504346826,-2.477258097,-2.157398559,-2.544884249
2014-09-19,-3.98624243,-2.670072689,-2.936891037,-2.349769404,-3.304240407,-2.435654903,-3.179160511,-2.464083425,-2.318467972,-3.033569068,-4.190568654,-2.331353236,-3.394523269,-2.159023184,-2.634459069,-1.998927508,-2.107758379,-1.830244642,-2.597521681,-2.931259995,-3.173845754,-2.561368771,-2.022855458,-2.203942066,-2.283261284,-2.271931413,-3.457639051,-2.55359535,-2.120576224,-2.508917196
2014-09-22,-3.964223066,-2.640288755,-2.890196326,-2.610346888,-3.316309827,-2.392515344,-3.109401212,-2.416817294,-2.275238735,-2.835778067,-4.162386463,-2.303892057,-3.38446897,-2.082587604,-2.588031657,-2.004401325,-2.124338162,-1.790927082,-2.540944984,-3.047345267,-3.134876784,-2.537065411,-2.017421811,-2.155577392,-2.383396867,-2.191299956,-3.379421123,-2.764095454,-2.232316326,-2.462302517
2014-09-23,-3.895192055,-2.664164133,-2.868900307,-2.7886423,-3.350554349,-2.459464218,-3.188415023,-2.559875191,-2.330412272,-2.786222175,-4.272400766,-2.309708612,-3.300299934,-1.922536541,-2.547038633,-1.986259725,-2.110386736,-1.872139128,-2.480603454,-3.059504681,-3.182116465,-2.543599014,-2.020369958,-2.454657815,-2.283237918,-2.1192038,-3.319150885,-2.614022146,-2.283597072,-2.44155245
2014-09-24,-3.93238793,-2.661006758,-2.92458939,-2.802700692,-3.405664688,-2.415871289,-3.118112655,-2.643235392,-2.289107099,-2.731868824,-4.322841923,-2.354149889,-3.316404904,-1.861627777,-2.483709178,-2.035754765,-2.096044881,-2.029188698,-2.458108527,-3.095363959,-3.178412681,-2.518302595,-2.041501089,-2.497754525,-2.344703069,-2.318044375,-3.538594544,-2.541999634,-2.408179427,-2.416572178
2014-09-25,-3.928953105,-2.621242234,-2.945756234,-2.923792014,-3.468784046,-2.399659821,-3.19954094,-2.7081915,-2.261436738,-3.276453006,-4.263271193,-2.344017985,-3.311433078,-2.121984469,-2.541463057,-2.080307461,-2.203758189,-1.980185661,-2.406485499,-3.127679015,-3.188965514,-2.524821133,-2.202950773,-2.491890083,-2.286540113,-2.471103446,-3.772580125,-2.426903375,-2.946756728,-2.366808312
2014-09-26,-4.531689051,-2.941697479,-3.036897982,-3.197694487,-3.569860471,-2.564696201,-3.188069543,-2.848943972,-2.518199292,-3.424439628,-4.293604871,-2.63153625,-3.449580532,-2.621521036,-3.006044749,-2.20485407,-2.214199256,-2.404886348,-2.539119581,-3.318900272,-3.228054346,-2.581336289,-2.389042741,-2.647842261,-2.418918738,-2.573328068,-4.300137602,-2.546850188,-2.873413693,-2.5989324
2014-09-29,-4.805130018,-3.088261858,-3.092057226,-3.156964223,-3.623377679,-2.523770411,-3.159643868,-2.818156751,-2.464300632,-3.322882091,-4.219318101,-2.602373534,-3.377967083,-2.354130779,-2.956291632,-2.252952896,-2.196766118,-2.329385857,-2.50843161,-3.288566355,-6.442862986,-2.618221464,-2.263244188,-2.627631708,-2.371857324,-2.498414145,-4.032705341,-2.431151613,-2.553566087,-2.64377213
2014-09-30,-4.691782404,-3.018493475,-2.999532822,-3.094792932,-3.619431625,-2.518472348,-3.108286656,-2.77517649,-2.499384479,-3.039818144,-4.208933316,-2.548746667,-3.474285005,-2.243986537,-2.901205892,-2.198771287,-2.295195246,-2.260073306,-2.446661437,-3.232487118,-6.284081145,-2.547580768,-2.167337236,-2.569586383,-2.287394029,-2.463885389,-3.830436091,-2.323644345,-2.408151326,-2.671125464
2014-10-01,-4.576218692,-2.965304132,-3.068435375,-3.063647804,-3.540465856,-2.566896721,-3.355346747,-2.721798681,-2.511229822,-3.263100996,-4.186203067,-2.497441991,-3.401451561,-2.046192794,-2.837709723,-2.24995417,-2.373499957,-2.223200052,-2.39727495,-3.183264532,-6.065434366,-2.534594855,-2.261160155,-2.53004458,-2.216396882,-2.357499211,-3.697988698,-2.2861625,-2.297949559,-2.614897706
2014-10-02,-4.591947822,-3.232242561,-3.484395706,-3.208199688,-3.60808917,-2.700949232,-4.331987099,-2.906706758,-2.856138816,-3.172875,-4.283945664,-2.659093401,-3.610332268,-3.250047874,-2.836044496,-2.196351898,-2.364981012,-2.646753712,-2.468920463,-3.192125982,-6.002226845,-2.69939199,-2.286113612,-2.726504103,-2.333635215,-2.422345603,-3.878518949,-2.559357552,-2.256444606,-2.700177602
2014-10-03,-4.49591238,-3.147316346,-3.373340768,-3.085858284,-3.631600313,-2.646301459,-4.181516384,-2.91717616,-2.770101084,-3.317112804,-4.292479614,-2.601044352,-3.646563932,-2.945744338,-2.992089453,-2.151874207,-2.327965209,-2.582491824,-2.41793094,-3.156826191,-5.923144849,-2.650778267,-2.184748524,-2.704234135,-2.246089035,-2.33596832,-3.721027779,-2.44621469,-2.173252345,-2.63463987
2014-10-06,-4.398230484,-3.209129622,-3.530370873,-2.973811051,-3.721391737,-2.588644744,-4.054414159,-3.058865853,-2.828890832,-3.416345931,-4.314450146,-2.635643373,-3.66617361,-2.975814699,-3.318579509,-2.169660016,-2.329797764,-2.609651168,-2.686646125,-3.133963812,-5.801206139,-2.598487861,-2.269132931,-2.743568964,-2.442475427,-2.562738026,-3.738397401,-2.486046025,-2.555725116,-2.597292502
2014-10-07,-4.297786623,-3.124050264,-3.400726305,-2.923421668,-3.836917402,-2.52364294,-3.942813808,-2.993713135,-2.841844478,-3.148827055,-4.748334832,-2.583766373,-3.605033172,-2.675122457,-3.247078626,-2.348262923,-2.355980995,-2.510835543,-2.640080099,-3.092485859,-5.693041024,-2.533293192,-2.185926943,-2.678452497,-2.345752646,-2.468031036,-3.740261575,-2.47282281,-2.334970839,-2.560827994
